id_sinistro,data,nome,id,motocicleta
175055,2023-01-07,TEOTONIO VILELA,6,TRUE
175130,2023-01-08,SALIM FARAH MALUF,15,TRUE
175687,2023-01-14,WASHINGTON LUIS,29,FALSE
176390,2023-01-20,TEOTONIO VILELA,6,TRUE
177803,2023-02-02,CALIM EID,10,FALSE
178221,2023-02-06,BANDEIRANTES,45,FALSE
178525,2023-02-08,VINTE E TRES MAIO,46,TRUE
178583,2023-02-09,SALIM FARAH MALUF,15,TRUE
179325,2023-02-15,ESCOLA POLITECNICA,5,FALSE
179887,2023-02-20,TEOTONIO VILELA,6,FALSE
180295,2023-02-24,NACOES UNIDAS,37,FALSE
180599,2023-02-27,INAJAR SOUZA,13,TRUE
180843,2023-03-01,ELISEU ALMEIDA,25,TRUE
180970,2023-03-02,ARICANDUVA,8,TRUE
182010,2023-03-10,ESTADO,31,FALSE
182366,2023-03-13,LUIZ IGNACIO ANHAIA MELLO,21,TRUE
183287,2023-03-21,ELEVADO JOAO GOULART,20,TRUE
183403,2023-03-21,ESTADO,31,TRUE
183971,2023-03-26,ARICANDUVA,8,FALSE
184032,2023-03-27,VINTE E TRES MAIO,46,TRUE
187220,2023-04-23,JACU PESSEGO,33,TRUE
187969,2023-04-29,NACOES UNIDAS,37,TRUE
188694,2023-05-05,ESTADO,31,TRUE
188725,2023-05-05,ESCOLA POLITECNICA,5,FALSE
188765,2023-05-05,ARICANDUVA,8,FALSE
189053,2023-05-07,RUBEM BERTA,42,TRUE
189215,2023-05-09,NACOES UNIDAS,37,TRUE
191157,2023-05-23,MIGUEL YUNES,36,FALSE
191417,2023-05-25,TIRADENTES,7,FALSE
193293,2023-06-07,TEOTONIO VILELA,6,FALSE
193696,2023-06-10,VERGUEIRO,17,FALSE
194180,2023-06-14,BRAZ LEME,24,FALSE
194725,2023-06-18,SALIM FARAH MALUF,15,FALSE
195758,2023-06-25,ESCOLA POLITECNICA,5,TRUE
195941,2023-06-26,JACU PESSEGO,33,TRUE
196411,2023-06-30,ELISEU ALMEIDA,25,TRUE
196765,2023-07-02,ESCOLA POLITECNICA,5,FALSE
197332,2023-07-06,SALIM FARAH MALUF,15,TRUE
197834,2023-07-10,BRAZ LEME,24,TRUE
198072,2023-07-12,ESTADO,31,FALSE
198090,2023-07-12,TEOTONIO VILELA,6,FALSE
198107,2023-07-12,ESTADO,31,FALSE
198224,2023-07-13,LUIZ DUMONT VILLARES,34,TRUE
198387,2023-07-14,ESTADO,31,TRUE
198803,2023-07-17,SANTOS DUMONT,43,TRUE
199274,2023-07-20,SANTOS DUMONT,43,TRUE
200021,2023-07-26,WASHINGTON LUIS,29,FALSE
200304,2023-07-28,INAJAR SOUZA,13,FALSE
200694,2023-07-31,ABRAAO MORAIS,1,FALSE
200782,2023-08-01,TEOTONIO VILELA,6,TRUE
201001,2023-08-03,TEOTONIO VILELA,6,TRUE
201180,2023-08-04,LUIZ IGNACIO ANHAIA MELLO,21,TRUE
201248,2023-08-04,TIRADENTES,7,FALSE
201735,2023-08-09,ELISEU ALMEIDA,25,FALSE
202355,2023-08-13,BANDEIRANTES,45,FALSE
202651,2023-08-16,AFONSO D ESCRAGNOLE TAUNAY,44,FALSE
203025,2023-08-18,TANCREDO NEVES,23,FALSE
203093,2023-08-19,TEOTONIO VILELA,6,TRUE
203699,2023-08-23,PRESTES MAIA,41,FALSE
203923,2023-08-25,ARICANDUVA,8,FALSE
204014,2023-08-26,PRESTES MAIA,41,TRUE
204816,2023-09-01,ESCOLA POLITECNICA,5,TRUE
204954,2023-09-02,CURSINO,19,TRUE
205088,2023-09-03,RUBEM BERTA,42,TRUE
206068,2023-09-10,SALIM FARAH MALUF,15,TRUE
206409,2023-09-13,TEOTONIO VILELA,6,FALSE
206550,2023-09-14,TEOTONIO VILELA,6,TRUE
207176,2023-09-19,ESCOLA POLITECNICA,5,FALSE
208011,2023-09-25,WASHINGTON LUIS,29,FALSE
208399,2023-09-28,TEOTONIO VILELA,6,TRUE
208776,2023-10-02,TEOTONIO VILELA,6,FALSE
209101,2023-10-04,JACU PESSEGO,33,TRUE
211183,2023-10-20,MIGUEL YUNES,36,TRUE
213027,2023-11-02,CURSINO,19,FALSE
213806,2023-11-08,JACU PESSEGO,33,FALSE
213928,2023-11-09,ABRAAO MORAIS,1,TRUE
214360,2023-11-12,NACOES UNIDAS,37,TRUE
214893,2023-11-15,TEOTONIO VILELA,6,FALSE
215924,2023-11-23,ESTADO,31,TRUE
216067,2023-11-24,JACU PESSEGO,33,TRUE
217457,2023-12-04,MIGUEL YUNES,36,TRUE
217481,2023-12-04,INAJAR SOUZA,13,TRUE
218309,2023-12-10,TANCREDO NEVES,23,TRUE
218730,2023-12-13,WASHINGTON LUIS,29,TRUE
218737,2023-12-13,LUIZ DUMONT VILLARES,34,TRUE
218935,2023-12-15,LUIZ DUMONT VILLARES,34,FALSE
219503,2023-12-18,SALIM FARAH MALUF,15,TRUE
219744,2023-12-20,TEOTONIO VILELA,6,TRUE
220308,2023-12-23,BANDEIRANTES,45,TRUE
220701,2023-12-27,MIGUEL YUNES,36,FALSE
220729,2023-12-27,BANDEIRANTES,45,FALSE
220748,2023-12-27,ARICANDUVA,8,TRUE
221004,2023-12-30,INAJAR SOUZA,13,TRUE
221252,2024-01-02,TEOTONIO VILELA,6,FALSE
221810,2024-01-08,NACOES UNIDAS,37,TRUE
222304,2024-01-12,CURSINO,19,TRUE
222527,2024-01-14,LUIZ IGNACIO ANHAIA MELLO,21,FALSE
223424,2024-01-21,NACOES UNIDAS,37,TRUE
223647,2024-01-23,MARIA MALUF,22,TRUE
223857,2024-01-25,SALIM FARAH MALUF,15,FALSE
225536,2024-02-08,BANDEIRANTES,45,TRUE
227769,2024-02-26,NACOES UNIDAS,37,TRUE
228478,2024-03-02,NACOES UNIDAS,37,FALSE
229518,2024-03-09,ESTADO,31,TRUE
231299,2024-03-22,ARICANDUVA,8,FALSE
231579,2024-03-25,VINTE E TRES MAIO,46,TRUE
231866,2024-03-27,MOREIRA GUIMARAES,40,TRUE
232411,2024-03-31,SALIM FARAH MALUF,15,FALSE
232575,2024-04-02,JACU PESSEGO,33,TRUE
232682,2024-04-03,FARIA LIMA,32,FALSE
233509,2024-04-09,INAJAR SOUZA,13,TRUE
234189,2024-04-14,BANDEIRANTES,45,TRUE
234429,2024-04-16,ESCOLA POLITECNICA,5,TRUE
235411,2024-04-24,ESTADO,31,FALSE
235968,2024-04-28,ARICANDUVA,8,TRUE
237477,2024-05-10,INAJAR SOUZA,13,FALSE
237634,2024-05-11,WASHINGTON LUIS,29,FALSE
237795,2024-05-12,PRESTES MAIA,41,FALSE
238416,2024-05-17,BANDEIRANTES,45,TRUE
239194,2024-05-23,JACU PESSEGO,33,TRUE
240208,2024-05-30,BRAZ LEME,24,FALSE
240264,2024-05-31,WASHINGTON LUIS,29,TRUE
240270,2024-05-31,ESCOLA POLITECNICA,5,FALSE
240387,2024-06-01,ESTADO,31,FALSE
240456,2024-06-01,ESCOLA POLITECNICA,5,TRUE
240932,2024-06-05,BRAZ LEME,24,FALSE
241899,2024-06-12,ABRAAO MORAIS,1,FALSE
242950,2024-06-19,NACOES UNIDAS,37,FALSE
243031,2024-06-20,ARICANDUVA,8,TRUE
243169,2024-06-21,WASHINGTON LUIS,29,TRUE
243236,2024-06-21,CALIM EID,10,FALSE
243634,2024-06-24,ZAKI NARCHI,35,TRUE
243824,2024-06-25,LUIZ IGNACIO ANHAIA MELLO,21,FALSE
244412,2024-06-30,SANTOS DUMONT,43,FALSE
244965,2024-07-05,SALIM FARAH MALUF,15,FALSE
245259,2024-07-07,INAJAR SOUZA,13,FALSE
245615,2024-07-10,LUIZ IGNACIO ANHAIA MELLO,21,TRUE
246070,2024-07-14,BANDEIRANTES,45,TRUE
246292,2024-07-16,TEOTONIO VILELA,6,FALSE
246417,2024-07-17,TEOTONIO VILELA,6,TRUE
247483,2024-07-26,TEOTONIO VILELA,6,FALSE
248436,2024-08-03,JACU PESSEGO,33,TRUE
249412,2024-08-11,NACOES UNIDAS,37,TRUE
250502,2024-08-19,TEOTONIO VILELA,6,TRUE
250762,2024-08-21,JACU PESSEGO,33,TRUE
250865,2024-08-22,BRAZ LEME,24,FALSE
251837,2024-08-31,FARIA LIMA,32,TRUE
253211,2024-09-11,NACOES UNIDAS,37,TRUE
253509,2024-09-13,BRAZ LEME,24,TRUE
253638,2024-09-14,TIRADENTES,7,TRUE
253642,2024-09-14,WASHINGTON LUIS,29,TRUE
253643,2024-09-14,CURSINO,19,FALSE
253769,2024-09-15,JACU PESSEGO,33,TRUE
253986,2024-09-17,TEOTONIO VILELA,6,TRUE
254705,2024-09-23,TEOTONIO VILELA,6,TRUE
254953,2024-09-25,LUIZ IGNACIO ANHAIA MELLO,21,FALSE
255215,2024-09-27,TANCREDO NEVES,23,TRUE
255460,2024-09-29,VERGUEIRO,17,TRUE
255705,2024-10-01,JACU PESSEGO,33,FALSE
256251,2024-10-05,WASHINGTON LUIS,29,TRUE
256375,2024-10-06,ARICANDUVA,8,TRUE
256989,2024-10-11,ARICANDUVA,8,TRUE
257084,2024-10-12,ELISEU ALMEIDA,25,TRUE
257653,2024-10-16,PRESTES MAIA,41,TRUE
257830,2024-10-18,ESTADO,31,TRUE
258169,2024-10-20,INAJAR SOUZA,13,TRUE
258625,2024-10-24,TEOTONIO VILELA,6,FALSE
258957,2024-10-27,TEOTONIO VILELA,6,FALSE
259479,2024-10-31,TEOTONIO VILELA,6,FALSE
259849,2024-11-03,JACU PESSEGO,33,FALSE
260542,2024-11-09,ARICANDUVA,8,FALSE
261625,2024-11-18,NACOES UNIDAS,37,TRUE
262084,2024-11-22,JACU PESSEGO,33,TRUE
263927,2024-12-06,SANTOS DUMONT,43,TRUE
264151,2024-12-08,AFONSO D ESCRAGNOLE TAUNAY,44,TRUE
264189,2024-12-08,JACU PESSEGO,33,FALSE
265568,2024-12-18,ESTADO,31,FALSE
265900,2024-12-21,CARVALHO PINTO,11,FALSE
266978,2025-01-01,INAJAR SOUZA,13,FALSE
267249,2025-01-05,NACOES UNIDAS,37,TRUE
267685,2025-01-11,INAJAR SOUZA,13,FALSE
268342,2025-01-17,GASTAO VIDIGAL,26,FALSE
268805,2025-01-21,NACOES UNIDAS,37,TRUE
268853,2025-01-22,INAJAR SOUZA,13,TRUE
269852,2025-01-31,RICARDO JAFET,2,FALSE
269894,2025-01-31,TEOTONIO VILELA,6,FALSE
272818,2025-02-26,TEOTONIO VILELA,6,TRUE
273218,2025-03-01,LUIZ IGNACIO ANHAIA MELLO,21,TRUE
273346,2025-03-02,ARICANDUVA,8,TRUE
274603,2025-03-14,NACOES UNIDAS,37,TRUE
274870,2025-03-16,ESTADO,31,FALSE
275688,2025-03-23,TEOTONIO VILELA,6,TRUE
276041,2025-03-26,INAJAR SOUZA,13,FALSE
276426,2025-03-29,INAJAR SOUZA,13,FALSE
